suggestionId,body,author,link,title,category,votes,timestamp
(107392,"With more and more stores utilizing the printed orders ticket rather than writing on the cups, the tickets should print out the customer's name or 'code word' for pickup.  Last weekend, with Starbucks offering a 'buy one holiday drink, get one free' the stores were mobbed with customers ordering many of the same drinks.  It was a fiasco at the stores we visited.  For the Barista to say \""A Grande Carmel Brulee\"" is ridiculous when 12 different people ordered the same drink.  Don't you agree?  My husband waited and waited and waited as people behind him in line received their drinks and his was not called.  Finally, he asked and they made a special one for him.  I'm guessing his drink was set over at the drive-thru.  Anyway, when we came in Monday, the girls who knew us (as we are there everyday) asked if we had a problem the day before because, when the dust settled, they had 2 of our usual latte orders left over.  \n",LynnShaw\n,http://mystarbucksidea.force.com/ideaview?id=08750000000K7YbAAK,Have the printed ticket print out the customer's name,Coffee+%26+Espresso+Drinks,-30,11/19/2014 11:12 AM)
(107393,"I have a Keurig brewer at home, I bought it because I don't like the ground coffee mess, the wet filters, the wet grounds, dropping the thing in the floor, messy messy messy... So, K-Cups no mess, I buy Starbucks coffee no STAR POINTS.   If I buy the messy kind I get the stars! I feel like I'm being punished having my STARS (dimmed) because I don't do the messy grounds. K-Cup users should get stars for the packets we pay just as much for or grounds as perkulator or press users! \n\nCPUwhiz in the night sky without Stars!\n",CPUwhiz\n,http://mystarbucksidea.force.com/ideaview?id=08750000000K0vJAAS,K-Cup StarBucks coffee drinkers,Coffee+%26+Espresso+Drinks,150,9/13/2014 11:32 PM)
(107394,"I love Starbucks but am giving up dairy and artificial ingredients for the Whole 30 program. Based on the book \""It Starts With Food\"". NY times best seller. At home I make \""Bulletproof coffee\"" but with Clarified Kerigold pastured butter (Ghee) and the coconut oil. I don't like coffee black but can't do your other options due to the artificial ingredients. I'm a gold card member but will have to stop going out for coffee if u guys don't offer it.  Can you guys offer this? I've been tempted to bring my own stuff and ask them to blend it. But it's a hassle to carry around butter and oil. Thank you. \n",rivercoyote\n,http://mystarbucksidea.force.com/ideaview?id=08750000000KB4pAAG,Whole 30 Approved Bulletproof Coffee!,Coffee+%26+Espresso+Drinks,-60,12/29/2014 12:46 PM)
(109373,"The insulated coffee mug or thermos would have a separate screw on compartment to place the milk so that if you weren't going to drink the drink until later in the morning, you could add the milk later so that it would not mix in with the coffee until you were ready to drink it. This would help with keeping the coffee hotter until just when you were going to drink it and the milk fresher because it would stay cold until right when you prepare it.\n",mrf167\n,http://mystarbucksidea.force.com/ideaview?id=08750000000JQXaAAO,Insulated coffee mug with separate compartment for milk,Merchandise+%26+Music,-50,11/24/2013 8:25 AM)
(109374,"Develop more creative ornaments.  The last several years the selection has involved miniature red cups, gold, etc.  More creativity!  The globe, mini topiary, mini espresso machine-those were unique.  The ornaments are a hot comodity and valued by collectors that wait anxiously for display day.  Ask SB customers for their ornament designs.\n",sbhippie\n,http://mystarbucksidea.force.com/ideaview?id=08750000000JQZ7AAO,Unique Christmas ornaments,Merchandise+%26+Music,20,11/24/2013 9:05 AM)
(109375,"I get gist cards all the time because my friends and family know how much I enjoy Starbucks. That being said, I can easily rack up 15-20 cards per year, which I just transfer to my gold card anyway. I try to reload and regift them, however I still have a surplus. It would be wonderful to have a little drop box in the store that I could place the emptied ones in to be recycled.\n",ddwife\n,http://mystarbucksidea.force.com/ideaview?id=08750000000JQZMAA4,"Have a gift card \""turn in\"" bin in each store",Merchandise+%26+Music,110,11/24/2013 9:11 AM)
(109376,"There has been so many iced tumblers coming out, clear ones and ones with designs. And then lids, dome lids, flat lids, colored lids, chisled lids. And then there's the straws in all of the colors and patterns. I would say I have about 20 tumblers, it's all that I drink out of. I have spent $20 on venti cups, just for the cool lids. I think it would be cool if you could build your own tumbler online. Select your size, your design, your lid, and your straw. And also be able to order additional lids or straws.\n",Beanz04\n,http://mystarbucksidea.force.com/ideaview?id=08750000000JQaFAAW,Build your own tumbler,Merchandise+%26+Music,20,11/24/2013 9:23 AM)
(109377,"I love the smell of fresh ground coffee and always thought it would be a great aroma for an air freshener.  Whenever I would have fresh ground coffee in the car to take home ...just love that smell!  You could make them seasonal scents....Pumpkin Spice...Christmas Blend, etc.  They can be paired to sell with the different ground and whole bean varieties throughout the year.\n",YUMMYGOOD\n,http://mystarbucksidea.force.com/ideaview?id=08750000000JQc1AAG,Asst Coffee Scented Car Fresheners,Merchandise+%26+Music,-40,11/24/2013 10:02 AM)
(109378,I would love to see some Starbucks ware for my doggy. How about their own Starbucks bowls? Or a cool Starbucks scarf.\n,NJJenn74\n,http://mystarbucksidea.force.com/ideaview?id=08750000000JQcGAAW,Starbucks Doggy ware.,Merchandise+%26+Music,-50,11/24/2013 10:07 AM)
(109379,"When I order a chai tea, I order it with no water added. The box of chai concentrate that you can purchase from Starbucks has the extra water already added, so I can't get the same results at home as the baristas do in the store.\n",jagfan7\n,http://mystarbucksidea.force.com/ideaview?id=08750000000JQgwAAG,Sell the same chai tea concentrate that is used by the baristas.,Merchandise+%26+Music,-30,11/24/2013 12:27 PM)
(109380,"Since so much love is in the air in parts of February my idea is that Starbucks do a \""I Bleed Starbucks. \"" Campaign.  This could include I Bleed Starbucks gift cards,tumblers,tee shirts,and gift sets. If there was a commercial it could have Fiona Lewis \""Bleeding Love\"".\n",6SugarMocha\n,http://mystarbucksidea.force.com/ideaview?id=08750000000JPbqAAG,Cute February Marketing,Merchandise+%26+Music,-30,11/23/2013 5:09 AM)
(109381,"Your drink ware is excellent, and beautiful. And like any great marketing of a product, product placement is key. To have them in people's hands enjoying your great product in them is perfect. Somehow have a system in place where people can buy a cup in the spot, have it cleaned quickly so that when they buy it they can use it immediately and then you could even offer $ off your drink you get with that purchase (a one time deal). That could be 50% off one or a free one or $1 off, but it not only is an incentive, because people don't always know how they would use it, but it also makes them feel part of the culture and special, and it's green which I know Starbucks is all about. In league with this idea would be to potentially ask if someone has a reusable cup when they order that they would like to use, which keeps the conversation alive of being green. You offered a reusable cup with $x off each time, but I have never been asked, and why should it only be that cup when I have like 10 different tumblers and frappucino cups from Starbucks?\n",masterd1996\n,http://mystarbucksidea.force.com/ideaview?id=08750000000JPd3AAG,Drinks in Reusable Cups On The Spot,Merchandise+%26+Music,-20,11/23/2013 5:47 AM)
(109382,"Please consider selling Fair Trade items in your stores that help communities instead of some of the other merchandise (i'm thinking especially of the holidays). For example, I saw some beautiful metallic cups for coffee/tea that are not so practical since they are not microwave-friendly. They are inexpensive and pretty to look at but an interesting Fair trade item (not necessarily cups) might be a better seller and would support a community.\n\n",George4ever\n,http://mystarbucksidea.force.com/ideaview?id=08750000000JPdDAAW,Fair Trade Items in Your Stores,Merchandise+%26+Music,-20,11/23/2013 5:49 AM)
(109383,Develop a travel cup with a card code on it so when we bring back the cup our card is linked to it. Eliminates cup waste and having to remember to bring the card.\n,Smoppes1\n,http://mystarbucksidea.force.com/ideaview?id=08750000000JPfEAAW,Travel cup/gift card,Merchandise+%26+Music,-20,11/23/2013 6:28 AM)
(109384,"I work at one of the slowest stores in Eugene, Oregon and a day doesn't go by without people coming in asking where the Oregon mug is. There is a Portland one in Portland, but no Oregon one. I've been to many different states and they all have one, why don't we? We are getting so many disapointed customers who are so excited to add to their collection and we have to tell them to drive over an hour away for it. PLEASE PLEASE come out with an Oregon mug for the You Are Here collection. Thank you.\n",XtallMocha\n,http://mystarbucksidea.force.com/ideaview?id=08750000000JPgMAAW,Oregon Mug,Merchandise+%26+Music,-20,11/23/2013 6:41 AM)
(109385,Team up with cup kozy to make reusable sleeves made of felt that roll up and clip onto your keychain. They're made here in America!\n,capitts\n,http://mystarbucksidea.force.com/ideaview?id=08750000000JPhyAAG,Team up with cup kozy for reusable felt sleeves,Merchandise+%26+Music,-30,11/23/2013 7:14 AM)
(109386,"I'm dying for you to bring back an animal mug for Christmas! I've been told you have released all the themes for the coffee, Yukon, etc. But why not release them again. I know they were a huge hit, I was driving all over the countryside trying to locate enough for my Christmas list. The bear and the moose were great hits! You need to bring them back, please.\n",paygirl\n,http://mystarbucksidea.force.com/ideaview?id=08750000000JPjLAAW,Bring back the mug,Merchandise+%26+Music,-20,11/23/2013 7:36 AM)
(109387,"Create a product for the online Starbucks store that allows someone to design and personalize their own drinkware with either pre-selected text and graphics to choose from, or the ability to use custom photos/graphic elements and text. This would be an item with the graphics/text actually incorporated into the product - not an insertable sleeve or write-on surface.\nSales could be encourage by pairing it with a drink offer when brought into brick and mortar stores.\n\n",cdsamurai\n,http://mystarbucksidea.force.com/ideaview?id=08750000000JPjaAAG,Custom drinkware/mug,Merchandise+%26+Music,-30,11/23/2013 7:37 AM)
(109388,"Because Starbucks plays such a variety of music, I find it hard to identify certain songs I hear. Even with specialty apps designed for this, with the grinder in the background and voices talking, I can never get a clear sample. I think there should be an add on on the app to check in to your Starbucks  spot and hear what's playing. That way I'd be more likely to buy that cd at the register instead of picking it up and putting it back down. \n",runningson\n,http://mystarbucksidea.force.com/ideaview?id=08750000000JPl2AAG,What's playing?,Merchandise+%26+Music,-20,11/23/2013 7:57 AM)
(109389,"It would be awesome if there were more fun items to purchase in the stores. Coffee cups, coffee related items in any fashion, tea items. There is only a few choices in the stores.\n",mickeygrumpy\n,http://mystarbucksidea.force.com/ideaview?id=08750000000JPnmAAG,More items in store,Merchandise+%26+Music,-20,11/23/2013 8:39 AM)
(109390,A red cup holder to put your cold or hot beverage cup into to prevent sweating or heat loss from the cup.\n,miracle27\n,http://mystarbucksidea.force.com/ideaview?id=08750000000JPuxAAG,cup holder,Merchandise+%26+Music,-10,11/23/2013 10:47 AM)
